case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
EZYV00884,Asia,Bachelor's,N,N,38543,1980,Midwest,146822.7526,Year,Y,Certified
EZYV00885,Asia,Doctorate,N,N,27661,1993,West,87576.2774,Year,Y,Certified
EZYV00886,Asia,High School,N,N,25922,2002,West,178798.7478,Year,Y,Denied
EZYV00887,Asia,Doctorate,Y,N,47987,1991,Midwest,144905.6721,Year,Y,Certified
EZYV00888,Asia,Master's,Y,N,13572,1972,Northeast,40178.878,Year,Y,Certified
EZYV00889,Asia,Doctorate,N,Y,7192,1960,Midwest,171629.96,Year,Y,Certified
EZYV00890,Europe,Bachelor's,N,N,28833,1963,Northeast,196027.1934,Year,Y,Certified
EZYV00891,Asia,Bachelor's,N,N,49301,1985,South,16655.3422,Year,Y,Certified
EZYV00892,Africa,Master's,Y,N,9792,2007,West,152568.1567,Year,Y,Certified
EZYV00893,Asia,Master's,Y,Y,20422,2007,South,197649.3281,Year,Y,Certified
EZYV00894,Asia,Master's,Y,N,40025,2008,West,28840.2939,Year,N,Certified
EZYV00895,North America,Doctorate,Y,N,28619,2002,West,225432.7744,Hour,Y,Certified
EZYV00896,South America,Master's,Y,N,36349,1961,Midwest,103816.7368,Year,Y,Certified
EZYV00897,Asia,Bachelor's,N,N,31688,2013,Northeast,184512.3873,Year,Y,Denied
EZYV00898,Asia,Bachelor's,Y,N,48607,2016,Northeast,224782.6517,Hour,N,Certified
EZYV00899,Asia,Bachelor's,N,N,52517,2010,Northeast,247411.3603,Hour,Y,Certified
EZYV00900,Asia,Bachelor's,N,N,26980,1986,South,146064.481,Year,Y,Denied
EZYV00901,Asia,Bachelor's,Y,N,25905,1972,Northeast,176127.6273,Year,Y,Certified
EZYV00902,Asia,Master's,Y,N,16729,2014,South,63074.5786,Year,Y,Certified
EZYV00903,Asia,Master's,N,N,26632,1971,Midwest,72653.5838,Year,Y,Certified
EZYV00904,Asia,Master's,Y,N,50186,2007,Midwest,212722.2028,Hour,Y,Certified
EZYV00905,Africa,Bachelor's,Y,N,30106,2017,Midwest,99681.3271,Year,Y,Certified
EZYV00906,Europe,Master's,N,N,41464,2014,Northeast,205644.0018,Year,Y,Certified
EZYV00907,Asia,Master's,N,N,25113,1991,West,12839.0843,Year,Y,Certified
EZYV00908,Asia,Doctorate,N,N,42406,2010,Northeast,54719.7048,Year,Y,Certified
EZYV00909,Asia,Master's,N,N,42750,2009,South,42689.5034,Year,Y,Certified
EZYV00910,Asia,Master's,Y,N,31692,2018,South,131861.4539,Year,Y,Certified
EZYV00911,North America,Master's,N,Y,56070,1981,Midwest,20316.5308,Year,Y,Denied
EZYV00912,South America,Bachelor's,N,N,52560,1997,West,86098.8353,Year,Y,Certified
EZYV00913,Africa,Master's,N,N,9517,2009,Northeast,246564.0284,Year,Y,Certified
EZYV00914,Oceania,Bachelor's,N,N,13678,1973,West,198595.4407,Year,Y,Certified
EZYV00915,Oceania,Bachelor's,N,N,57288,1973,Midwest,190195.7349,Year,Y,Denied
EZYV00916,Africa,Bachelor's,N,N,24110,1983,Northeast,33951.6519,Year,Y,Denied
EZYV00917,Asia,Master's,Y,N,18633,1981,Midwest,91266.8648,Year,Y,Denied
EZYV00918,Asia,Master's,N,N,47777,2005,Northeast,170210.8752,Year,Y,Certified
EZYV00919,Asia,Master's,Y,Y,36134,2016,Northeast,5601.9843,Year,Y,Certified
EZYV00920,Europe,Bachelor's,N,N,7990,1969,Midwest,108607.3274,Hour,Y,Certified
EZYV00921,Asia,Bachelor's,N,N,5520,1979,Northeast,232161.7293,Year,Y,Certified
EZYV00922,South America,Master's,N,N,48489,2015,West,20768.4838,Year,Y,Denied
EZYV00923,Europe,Bachelor's,Y,N,45895,1995,Northeast,226583.5828,Year,Y,Certified
EZYV00924,Asia,Doctorate,Y,Y,21165,1972,West,48791.5018,Hour,Y,Certified
EZYV00925,Asia,Bachelor's,Y,Y,51749,1996,West,47438.9844,Year,Y,Denied
EZYV00926,Asia,Master's,Y,N,7543,2012,Midwest,49019.9025,Year,Y,Certified
EZYV00927,Asia,Master's,Y,N,52144,1982,Midwest,232827.7694,Year,Y,Certified
EZYV00928,South America,Master's,N,Y,4762,1989,West,151015.4996,Year,Y,Certified
EZYV00929,Europe,Bachelor's,Y,N,38169,1996,South,187747.0785,Year,Y,Certified
EZYV00930,North America,Doctorate,N,N,50584,2010,Northeast,91728.62,Year,Y,Certified
EZYV00931,Asia,Master's,Y,Y,37163,1993,West,218338.0838,Year,N,Certified
EZYV00932,Asia,Master's,N,N,46720,2017,South,145567.8966,Year,Y,Certified
EZYV00933,Asia,Master's,Y,N,20638,2005,Northeast,150038.7663,Year,Y,Certified
EZYV00934,North America,High School,N,N,17293,1985,Midwest,188129.7988,Year,Y,Certified
EZYV00935,North America,Bachelor's,N,N,15966,1989,South,193455.9273,Year,N,Denied
EZYV00936,Asia,Bachelor's,N,N,6994,2001,Northeast,170529.5202,Year,Y,Denied
EZYV00937,Africa,Bachelor's,N,N,16650,1964,Midwest,29903.7014,Year,Y,Denied
EZYV00938,Asia,Master's,Y,N,14845,1973,West,216708.3029,Year,Y,Certified
EZYV00939,South America,Bachelor's,Y,N,45405,1974,West,65372.5992,Year,Y,Certified
EZYV00940,Asia,High School,Y,N,12791,2008,Northeast,249049.3008,Year,Y,Denied
EZYV00941,Asia,High School,N,N,9970,2009,South,96499.8814,Year,Y,Denied
EZYV00942,South America,Bachelor's,Y,N,43987,2009,West,30175.3249,Year,Y,Denied
EZYV00943,Asia,Bachelor's,Y,N,32277,1966,Northeast,79158.4083,Year,Y,Denied
EZYV00944,Asia,Master's,N,N,12945,1977,West,143468.8541,Year,Y,Certified
EZYV00945,Asia,Bachelor's,Y,N,42358,1978,Northeast,97983.2703,Year,Y,Certified
EZYV00946,Asia,Doctorate,N,Y,12977,1961,Northeast,207204.6859,Year,Y,Certified
EZYV00947,North America,Bachelor's,N,N,47137,1975,Northeast,170615.1326,Week,Y,Denied
EZYV00948,South America,High School,N,N,1950,1985,South,53519.9513,Year,Y,Denied
EZYV00949,South America,Master's,N,N,35414,2013,Northeast,134805.5556,Year,N,Certified
EZYV00950,Asia,Bachelor's,N,N,35817,1970,West,196925.4936,Year,Y,Certified
EZYV00951,Asia,Bachelor's,N,Y,22379,2011,West,222830.1911,Year,Y,Certified
EZYV00952,Asia,Doctorate,N,N,41343,2009,Northeast,98857.0949,Year,Y,Certified
EZYV00953,Asia,Doctorate,Y,N,22792,1969,West,231131.2871,Hour,Y,Certified
EZYV00954,Asia,Master's,N,N,39214,1975,Northeast,9185.171,Year,Y,Denied
EZYV00955,Africa,High School,N,N,13424,1987,South,169237.4623,Year,Y,Denied
EZYV00956,South America,Master's,Y,N,34122,2016,Midwest,195539.7893,Year,Y,Certified
EZYV00957,North America,Doctorate,Y,N,45379,2007,West,106400.3169,Year,Y,Certified
EZYV00958,Asia,Doctorate,Y,N,57965,2018,West,2941.4241,Year,Y,Certified
EZYV00959,Asia,Bachelor's,Y,N,21627,1978,South,171821.383,Year,Y,Certified
EZYV00960,Asia,Bachelor's,N,N,28372,2014,Northeast,85772.5478,Year,Y,Denied
EZYV00961,Asia,Bachelor's,Y,N,28588,2017,West,38122.8761,Year,Y,Certified
EZYV00962,Asia,Bachelor's,Y,N,51610,1995,West,39445.7724,Hour,Y,Denied
EZYV00963,Asia,Master's,Y,N,57754,1969,West,192337.1811,Year,Y,Certified
EZYV00964,Asia,Bachelor's,Y,N,38765,1976,Midwest,47009.8782,Year,Y,Certified
EZYV00965,Africa,Bachelor's,Y,Y,49331,1967,South,121127.7549,Year,Y,Certified
EZYV00966,Asia,High School,Y,Y,5063,2008,West,242603.262,Year,Y,Denied
EZYV00967,Africa,Bachelor's,Y,N,45560,1978,South,189752.9107,Year,Y,Certified
EZYV00968,Asia,Bachelor's,Y,N,48608,2002,Northeast,136888.9734,Year,N,Certified
EZYV00969,Europe,Bachelor's,N,N,42898,1976,Northeast,132163.1831,Year,Y,Denied
EZYV00970,Asia,Bachelor's,Y,N,35069,2018,West,41998.3949,Year,Y,Certified
EZYV00971,Asia,Doctorate,N,N,53976,2006,South,111716.609,Year,Y,Certified
EZYV00972,Asia,Bachelor's,Y,Y,39216,1982,West,36395.9335,Year,Y,Certified
EZYV00973,Asia,Master's,Y,N,50785,1988,West,21078.8124,Year,N,Certified
EZYV00974,Africa,Bachelor's,N,N,10825,1963,South,27462.4815,Year,Y,Denied
EZYV00975,Asia,High School,Y,N,39928,1968,South,151731.4669,Year,Y,Denied
EZYV00976,Europe,Bachelor's,Y,Y,26257,2019,West,48549.5351,Year,N,Certified
EZYV00977,Asia,High School,N,N,52100,2008,South,37506.5096,Year,Y,Denied
EZYV00978,Asia,Bachelor's,Y,N,52836,2010,Midwest,216809.3143,Year,Y,Certified
EZYV00979,Asia,Bachelor's,N,Y,50641,1998,Northeast,30678.8382,Year,Y,Denied
EZYV00980,Asia,Master's,N,N,12937,1973,Midwest,176467.6515,Year,Y,Certified
EZYV00981,Oceania,High School,N,N,29545,1966,Northeast,104366.6655,Year,Y,Denied
EZYV00982,North America,Bachelor's,N,Y,22,2003,Northeast,144854.1185,Year,Y,Certified
EZYV00983,North America,Master's,Y,N,58778,1979,West,6034.1825,Hour,Y,Certified
EZYV00984,Asia,Bachelor's,N,N,15461,1960,Northeast,204.806,Year,Y,Denied
EZYV00985,Asia,Bachelor's,Y,N,37471,1961,Northeast,204348.6863,Year,N,Certified
EZYV00986,Africa,High School,N,N,29260,1993,Northeast,118965.2014,Year,Y,Denied
EZYV00987,Asia,Bachelor's,N,N,54278,2010,West,18012.4727,Year,Y,Certified
EZYV00988,Asia,Bachelor's,Y,N,49279,1981,West,85995.3346,Year,Y,Certified
EZYV00989,Asia,Doctorate,Y,N,46619,2019,Northeast,126687.3382,Year,Y,Certified
EZYV00990,North America,Doctorate,Y,N,38602,1982,South,34046.2705,Year,Y,Certified
EZYV00991,Europe,Doctorate,Y,N,7176,2003,Northeast,136675.2199,Year,N,Certified
EZYV00992,North America,Bachelor's,Y,N,55145,1974,Midwest,132281.9298,Year,Y,Certified
EZYV00993,North America,High School,N,N,3771,1996,Northeast,150788.2246,Year,Y,Denied
EZYV00994,Asia,Bachelor's,Y,N,27342,1976,West,202603.399,Year,Y,Certified
EZYV00995,Africa,Bachelor's,N,N,22774,2006,South,103312.1476,Hour,Y,Denied
EZYV00996,Asia,High School,N,N,23458,1987,West,222162.2951,Year,Y,Denied
EZYV00997,Europe,High School,N,N,58634,1962,Midwest,118773.5035,Year,Y,Denied
EZYV00998,Asia,Bachelor's,Y,N,13896,1974,South,114395.8113,Year,Y,Certified
EZYV00999,Oceania,Bachelor's,N,N,34803,1981,West,163990.2875,Year,Y,Denied
EZYV01000,Asia,Bachelor's,N,N,13095,1987,South,154456.7996,Year,Y,Certified
EZYV01001,Asia,Master's,N,N,54694,1976,West,3056.4477,Year,N,Denied
EZYV01002,Asia,Bachelor's,N,N,44170,1994,South,245611.1614,Year,N,Certified
EZYV01003,Asia,Master's,N,N,24899,2017,Northeast,235684.8578,Year,Y,Certified
EZYV01004,Asia,Bachelor's,Y,Y,4835,2002,Northeast,70465.2284,Year,Y,Certified
EZYV01005,Europe,Master's,N,N,9174,1978,Northeast,139734.1184,Year,Y,Certified
EZYV01006,Asia,Bachelor's,Y,N,14574,2000,Midwest,192667.1964,Year,Y,Certified
EZYV01007,Africa,Bachelor's,N,N,24386,2018,West,230132.8625,Year,Y,Denied
EZYV01008,Asia,Bachelor's,Y,N,53155,1974,Northeast,146559.4787,Hour,Y,Certified
EZYV01009,North America,Bachelor's,Y,N,7187,1973,South,4931.2452,Year,Y,Denied
EZYV01010,Asia,Master's,Y,N,34621,1962,West,170233.3513,Year,Y,Certified
EZYV01011,Europe,Bachelor's,Y,N,20849,2010,South,23450.9016,Year,Y,Certified
EZYV01012,Europe,Bachelor's,N,N,2809,2009,South,167860.2078,Year,Y,Denied
EZYV01013,Asia,Doctorate,Y,Y,37165,1984,West,146939.415,Year,Y,Certified
EZYV01014,Africa,High School,N,N,42259,2012,Northeast,160239.2731,Year,Y,Certified
EZYV01015,Asia,Master's,Y,N,57569,1999,South,47476.5732,Year,Y,Certified
EZYV01016,Asia,Master's,N,Y,30408,2018,Northeast,123503.7437,Year,Y,Certified
EZYV01017,Europe,Bachelor's,Y,N,19534,2015,Northeast,154565.6073,Year,Y,Certified
EZYV01018,South America,Bachelor's,Y,N,51273,2017,West,75213.1693,Year,Y,Denied
EZYV01019,Asia,High School,Y,N,14852,1983,West,45569.4907,Year,Y,Denied
EZYV01020,Asia,Master's,Y,N,40950,1998,Island,55825.6486,Year,Y,Certified
EZYV01021,South America,Bachelor's,N,N,56604,1970,Northeast,214532.5639,Year,N,Denied
EZYV01022,North America,Bachelor's,N,N,281,2013,West,116242.9714,Year,Y,Certified
EZYV01023,Oceania,Bachelor's,Y,N,55511,1979,Midwest,165336.1296,Hour,Y,Denied
EZYV01024,Asia,Doctorate,Y,N,12356,1986,West,128819.2383,Hour,Y,Certified
EZYV01025,Europe,Master's,Y,N,28902,1995,Midwest,208564.9875,Year,Y,Certified
EZYV01026,Asia,Doctorate,Y,N,15488,2007,Island,127222.0178,Year,Y,Certified
EZYV01027,Africa,Master's,N,N,8682,2003,West,23512.6632,Year,Y,Certified
EZYV01028,Asia,Master's,Y,N,42138,2017,Island,49656.5764,Year,Y,Certified
EZYV01029,North America,Bachelor's,N,N,28939,2002,West,3513.7007,Year,Y,Certified
EZYV01030,Asia,Doctorate,N,N,30566,2007,South,207914.7659,Year,Y,Certified
EZYV01031,Europe,Master's,Y,N,29023,1994,Midwest,165885.5538,Year,Y,Certified
EZYV01032,North America,Bachelor's,Y,N,44850,1984,Midwest,189848.6391,Year,Y,Denied
EZYV01033,Asia,Master's,Y,N,57966,2014,Northeast,178812.0546,Year,Y,Certified
EZYV01034,Africa,Master's,Y,Y,30779,1982,South,206155.0262,Year,Y,Certified
EZYV01035,Asia,Bachelor's,Y,N,9348,1997,Northeast,246744.9819,Year,Y,Certified
EZYV01036,Europe,Bachelor's,N,N,19653,1977,Midwest,163437.1382,Year,Y,Denied
EZYV01037,Asia,Bachelor's,Y,N,29769,1988,Northeast,63215.9476,Year,Y,Certified
EZYV01038,Asia,Master's,N,N,6233,1982,South,25527.2325,Year,Y,Certified
EZYV01039,Asia,Bachelor's,N,N,13758,1975,South,147519.0325,Year,Y,Denied
EZYV01040,Asia,Master's,N,N,12169,2009,Northeast,192735.1139,Hour,Y,Certified
EZYV01041,Asia,Bachelor's,N,Y,58377,2006,Midwest,140480.6142,Year,Y,Certified
EZYV01042,Europe,Master's,Y,N,24055,2002,South,76027.9811,Year,Y,Certified
EZYV01043,Europe,Bachelor's,Y,N,52744,1964,Northeast,179989.765,Year,Y,Certified
EZYV01044,Europe,Doctorate,Y,N,33093,1974,Northeast,112103.5295,Year,Y,Certified
EZYV01045,Asia,Bachelor's,N,N,30372,1973,West,71789.9575,Year,Y,Certified
EZYV01046,Asia,Bachelor's,N,N,56319,2002,West,210302.9051,Year,N,Denied
EZYV01047,Asia,Bachelor's,Y,N,41521,2013,South,144214.3915,Year,Y,Denied
EZYV01048,North America,Bachelor's,Y,N,14394,1982,South,71005.3099,Year,Y,Denied
EZYV01049,South America,Bachelor's,Y,N,16909,1979,Midwest,82285.3627,Year,Y,Certified
EZYV01050,Asia,Master's,Y,N,39970,1993,West,143001.9458,Hour,Y,Certified
EZYV01051,Europe,Doctorate,N,Y,149,2019,West,105846.3138,Year,Y,Certified
EZYV01052,Asia,Master's,Y,Y,9165,1982,South,40297.6757,Year,N,Certified
EZYV01053,Asia,Master's,Y,N,4473,1976,Island,152695.3891,Year,Y,Certified
EZYV01054,Asia,Bachelor's,Y,N,42829,1991,West,172339.6945,Year,Y,Certified
EZYV01055,Asia,Master's,Y,N,26489,2014,South,227.1773,Hour,Y,Certified
EZYV01056,Europe,Master's,Y,N,695,2003,Midwest,134309.9552,Year,N,Certified
EZYV01057,Africa,Bachelor's,N,Y,44503,1991,Midwest,144374.9377,Hour,Y,Denied
EZYV01058,Asia,Doctorate,Y,N,39360,2003,West,83149.6007,Year,Y,Certified
EZYV01059,Asia,Bachelor's,N,N,43122,1960,West,84815.0685,Year,Y,Certified
EZYV01060,North America,Master's,Y,N,9805,2005,South,79551.1888,Year,Y,Certified
EZYV01061,Africa,Doctorate,Y,N,52498,1965,South,111442.9515,Year,Y,Certified
EZYV01062,Europe,Master's,Y,N,10831,1983,Northeast,203022.5817,Year,N,Certified
EZYV01063,Asia,Bachelor's,Y,N,34258,1980,West,117362.7116,Year,Y,Certified
EZYV01064,Europe,Master's,Y,Y,33541,2001,South,248413.4469,Year,Y,Certified
EZYV01065,Asia,Bachelor's,Y,N,13135,1974,South,94164.437,Year,Y,Denied
EZYV01066,Oceania,Master's,N,N,22534,1974,Midwest,174875.7116,Year,Y,Certified
EZYV01067,Asia,Bachelor's,N,N,3146,2013,Northeast,137331.6247,Year,Y,Certified
EZYV01068,Europe,Master's,N,N,28286,1988,Midwest,190619.6976,Year,Y,Certified
EZYV01069,Asia,Doctorate,Y,N,40631,2004,South,222113.4693,Year,N,Certified
EZYV01070,Asia,Bachelor's,N,Y,18543,1994,Northeast,128018.4866,Year,Y,Denied
EZYV01071,South America,Bachelor's,N,N,32273,1997,Northeast,123720.9065,Year,Y,Denied
EZYV01072,Europe,Master's,Y,N,57208,2001,South,235691.2137,Year,Y,Certified
EZYV01073,Asia,Bachelor's,Y,N,14088,2000,South,233428.1612,Year,Y,Certified
EZYV01074,Africa,Bachelor's,Y,N,17450,2014,South,249249.7831,Year,Y,Certified
EZYV01075,South America,High School,N,N,7212,2007,West,39287.6836,Year,Y,Certified
EZYV01076,Asia,Bachelor's,Y,N,32529,1978,South,1091.4672,Year,Y,Certified
EZYV01077,Asia,Master's,Y,N,12242,1970,Northeast,109440.1135,Year,Y,Certified
EZYV01078,Asia,Master's,N,N,51263,2010,South,183388.3728,Year,Y,Certified
EZYV01079,Europe,Bachelor's,Y,N,17467,1982,Northeast,18399.4313,Month,Y,Certified
EZYV01080,Asia,Bachelor's,N,N,39855,1978,Northeast,93525.6877,Year,Y,Certified
EZYV01081,Asia,Bachelor's,N,N,11365,1966,Northeast,145448.5773,Year,Y,Denied
EZYV01082,Africa,Bachelor's,N,N,19376,1993,West,53294.3468,Year,Y,Certified
EZYV01083,Africa,Master's,N,N,10284,1990,West,182839.271,Year,Y,Denied
EZYV01084,South America,Bachelor's,Y,N,33152,2009,Midwest,57538.5062,Year,Y,Certified
EZYV01085,Oceania,Master's,N,N,1680,2004,West,210199.8694,Year,Y,Certified
EZYV01086,North America,Doctorate,N,N,4993,2003,South,87198.6798,Year,Y,Certified
EZYV01087,North America,Master's,N,N,30092,1992,South,149742.3822,Year,Y,Denied
EZYV01088,North America,Master's,Y,N,32747,2011,Northeast,136129.671,Year,N,Certified
EZYV01089,Asia,High School,Y,N,19793,2018,West,74252.3898,Year,Y,Certified
EZYV01090,Asia,Bachelor's,Y,N,25891,2008,South,109880.0916,Year,Y,Certified
EZYV01091,Asia,Bachelor's,Y,N,24997,1980,Northeast,211524.0784,Year,Y,Certified
EZYV01092,Europe,Master's,Y,Y,45479,1976,Midwest,137176.4025,Hour,Y,Certified
EZYV01093,Asia,Master's,N,N,26795,1960,Northeast,14085.6228,Year,Y,Denied
EZYV01094,Asia,Bachelor's,N,N,50876,2019,Northeast,178315.4663,Year,Y,Denied
EZYV01095,Europe,Bachelor's,N,N,13033,2003,Midwest,45776.6339,Year,Y,Denied
EZYV01096,Asia,Bachelor's,Y,N,11988,2016,South,121618.4783,Year,Y,Certified
EZYV01097,Asia,Master's,Y,Y,24232,2007,South,117241.0124,Year,Y,Certified
EZYV01098,North America,Master's,Y,N,4905,1985,Northeast,121724.4348,Hour,Y,Certified
EZYV01099,South America,Master's,Y,N,40268,1968,South,7947.2988,Hour,Y,Certified
EZYV01100,Asia,Doctorate,Y,N,23442,1962,Midwest,68242.6521,Year,Y,Certified
EZYV01101,Asia,Bachelor's,Y,N,21993,2007,West,12873.7211,Year,Y,Certified
EZYV01102,Asia,Master's,Y,N,32056,1978,South,103856.1843,Year,Y,Certified
EZYV01103,North America,Master's,Y,N,4940,1982,South,155409.9145,Hour,Y,Certified
EZYV01104,South America,Bachelor's,Y,N,22617,2010,South,163587.7166,Year,Y,Certified
EZYV01105,Asia,Doctorate,Y,N,58333,1988,West,16324.0913,Year,Y,Certified
EZYV01106,North America,High School,Y,N,37719,2017,Northeast,29898.4984,Year,Y,Certified
EZYV01107,Asia,Master's,N,N,34444,1992,Northeast,165444.3933,Year,Y,Certified
EZYV01108,Asia,Master's,Y,N,30346,2009,West,132890.6749,Year,N,Certified
EZYV01109,Oceania,Doctorate,Y,N,28131,1967,Midwest,208386.3197,Year,Y,Certified
EZYV01110,Asia,Master's,Y,N,56198,1983,Midwest,51444.5134,Year,Y,Certified
EZYV01111,Asia,Bachelor's,N,N,55822,1970,Midwest,30261.5034,Year,Y,Certified
EZYV01112,Asia,Master's,N,N,24572,1963,South,90633.6317,Year,Y,Certified
EZYV01113,Europe,Master's,N,N,55484,2019,West,159339.3703,Year,Y,Certified
EZYV01114,Africa,Master's,Y,N,4963,1991,Midwest,121594.6169,Year,Y,Certified
EZYV01115,Oceania,Master's,N,Y,19192,1981,Northeast,24828.5979,Year,Y,Certified
EZYV01116,Asia,Bachelor's,N,N,18126,1982,South,18008.7638,Year,Y,Denied
EZYV01117,Asia,Master's,Y,N,41840,1974,Northeast,169487.8681,Year,Y,Certified
EZYV01118,North America,Master's,N,N,36359,1967,Island,74382.6592,Hour,Y,Certified
EZYV01119,Asia,Bachelor's,Y,N,28364,2014,Midwest,167436.7213,Year,Y,Certified
EZYV01120,South America,Bachelor's,N,N,15372,1966,West,73869.7378,Year,Y,Denied
EZYV01121,Europe,Doctorate,Y,Y,30419,1983,South,78835.5941,Year,Y,Certified
EZYV01122,Asia,Master's,Y,N,16150,1969,Midwest,52611.7199,Year,Y,Certified
EZYV01123,South America,Doctorate,N,Y,29856,2015,Northeast,245932.497,Year,Y,Certified
EZYV01124,Asia,Bachelor's,N,N,20384,1972,Northeast,4214.3585,Year,N,Certified
EZYV01125,Asia,Doctorate,Y,N,53318,1983,West,31987.658,Year,Y,Certified
EZYV01126,Europe,Bachelor's,N,N,44772,2005,West,209105.2872,Year,Y,Denied
EZYV01127,Asia,Master's,Y,Y,10528,1994,Midwest,34712.8012,Year,Y,Certified
EZYV01128,Europe,Bachelor's,Y,N,56408,1982,South,70318.0836,Year,Y,Certified
EZYV01129,Europe,Master's,N,N,39532,1993,South,65843.6851,Year,Y,Certified
EZYV01130,Oceania,Doctorate,Y,N,21032,1986,South,174306.9984,Year,Y,Certified
EZYV01131,Oceania,Master's,Y,N,31834,1977,Northeast,102918.0543,Hour,Y,Certified
EZYV01132,Asia,Master's,N,Y,11741,1995,Midwest,210178.8381,Year,N,Certified
EZYV01133,Asia,Bachelor's,Y,N,2823,1981,South,186907.3135,Year,Y,Certified
EZYV01134,North America,Master's,Y,N,25246,2017,Northeast,132869.1125,Year,Y,Certified
EZYV01135,Oceania,Master's,Y,N,46933,1987,South,62415.6315,Year,Y,Certified
EZYV01136,Asia,High School,N,N,21120,2005,West,198146.2186,Year,Y,Denied
EZYV01137,Asia,Master's,Y,N,23064,1974,Midwest,216524.4404,Hour,Y,Certified
EZYV01138,Asia,Master's,Y,N,59401,1998,Northeast,209103.3713,Year,Y,Certified
EZYV01139,Asia,Master's,N,N,59235,1993,Northeast,13118.0991,Year,Y,Denied
EZYV01140,Europe,Master's,Y,Y,27840,2004,Midwest,174550.079,Year,Y,Certified
EZYV01141,Asia,Bachelor's,Y,Y,2665,1987,South,176043.8713,Year,Y,Denied
EZYV01142,North America,Master's,N,N,40761,2003,South,235780.2699,Year,Y,Certified
EZYV01143,South America,High School,N,N,42887,1963,Northeast,66016.896,Hour,Y,Denied
EZYV01144,South America,Bachelor's,Y,N,54828,2001,Island,196629.438,Year,Y,Certified
EZYV01145,Asia,Bachelor's,N,N,56883,2005,West,172336.3057,Hour,Y,Denied
EZYV01146,Asia,Bachelor's,N,N,37749,1989,Northeast,219705.9974,Year,Y,Certified
EZYV01147,North America,High School,Y,Y,6441,1962,Northeast,173388.346,Year,Y,Certified
EZYV01148,North America,Master's,N,Y,14973,1994,Northeast,213143.1433,Year,Y,Certified
EZYV01149,Asia,Bachelor's,N,N,43005,2006,Northeast,90021.9217,Year,N,Certified
EZYV01150,South America,Bachelor's,N,N,36450,1987,Northeast,39574.5803,Year,Y,Denied
EZYV01151,Asia,Bachelor's,Y,N,26167,1965,Northeast,90965.3383,Year,Y,Denied
EZYV01152,South America,Master's,N,N,24121,1983,Northeast,203799.9119,Year,Y,Certified
EZYV01153,Asia,Bachelor's,N,Y,42577,2019,South,33086.1644,Year,Y,Certified
EZYV01154,Asia,Bachelor's,Y,N,25349,1976,South,159558.7058,Year,Y,Denied
EZYV01155,Asia,Master's,N,N,9299,1991,South,246891.5026,Year,Y,Certified
EZYV01156,Asia,High School,N,N,58759,1981,Midwest,223774.716,Year,Y,Denied
EZYV01157,Asia,Doctorate,N,N,20972,2002,Northeast,167861.5954,Year,Y,Certified
EZYV01158,Asia,High School,N,N,16726,1985,Midwest,198199.0556,Year,Y,Denied
EZYV01159,Asia,Bachelor's,Y,N,4172,1983,Midwest,29295.8182,Year,Y,Certified
EZYV01160,North America,Bachelor's,Y,N,28144,1994,Midwest,124808.6739,Year,Y,Certified
EZYV01161,Asia,Master's,N,N,59172,1994,Northeast,133071.7233,Year,N,Certified
EZYV01162,Europe,Bachelor's,Y,N,9604,1989,Northeast,195717.4008,Year,Y,Certified
EZYV01163,South America,Master's,Y,N,14693,1975,West,70791.8178,Year,Y,Certified
